	#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	Taxonomy
183690	GCF_016772045.2	PRJNA739192	na	JAEVFA000000000.1	reference genome	9940	9940	Ovis aries	strain=OAR_USU_Benz2616, /breed=Rambouillet	na	latest	Chromosome	Major	Full	2023/07/20	ARS-UI_Ramb_v3.0	University of Idaho	GCA_016772045.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/772/045/GCF_016772045.2_ARS-UI_Ramb_v3.0	na	na	na	haploid	vertebrate_mammalian	2654047367	2654005367	42.0	28	142	142	NCBI RefSeq	GCF_016772045.2-RS_2023_10	2023-10-17	35057	21300	9727	9767689;9542158;9699271	Mammals
185019	GCF_016881025.1	PRJNA714113	SAMN08111062	JAESOR000000000.1	reference genome	43179	43179	Ictidomys tridecemlineatus	na	GS200	latest	Chromosome	Major	Full	2021/02/17	HiC_Itri_2	Stanford University School of Medicine	GCA_016881025.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/881/025/GCF_016881025.1_HiC_Itri_2	na	na	na	haploid	vertebrate_mammalian	2478949113	2311056943	40.0	1	7131	7131	NCBI RefSeq	NCBI Ictidomys tridecemlineatus Annotation Release 103	2021-03-15	34527	20734	9409	26024127	Mammals
185572	GCF_016906955.1	PRJNA826114	SAMN15809474	JACMRZ000000000.1	reference genome	41426	41426	Phacochoerus africanus	na	WHEZ1	latest	Chromosome	Major	Full	2021/02/19	ROS_Pafr_v1	The Roslin Institute	GCA_016906955.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/906/955/GCF_016906955.1_ROS_Pafr_v1	na	na	na	haploid	vertebrate_mammalian	2435083091	2425573090	42.0	17	194	194	NCBI RefSeq	GCF_016906955.1-RS_2023_03	2023-03-03	27929	20276	4660	na	Mammals
192800	GCF_018345385.1	PRJNA730899	SAMN16815335	JADWOQ000000000.1	reference genome	494514	494514	Vulpes lagopus	strain=Blue_001	na	latest	Chromosome	Major	Full	2021/05/12	ASM1834538v1	Hebei Normal University of Science and Technology	GCA_018345385.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/345/385/GCF_018345385.1_ASM1834538v1	na	na	na	haploid	vertebrate_mammalian	2345533697	2345480997	41.5	25	928	928	NCBI RefSeq	NCBI Vulpes lagopus Annotation Release 100	2021-05-19	30615	20695	5098	33829635;25629488	Mammals
192810	GCF_018350155.1	PRJNA786922	SAMN19729386	JAFEKB000000000.1	reference genome	46844	46844	Leopardus geoffroyi	na	Oge1	latest	Chromosome	Major	Full	2021/05/13	O.geoffroyi_Oge1_pat1.0	Texas A&M University	GCA_018350155.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/155/GCF_018350155.1_O.geoffroyi_Oge1_pat1.0	na	na	na	alternate-pseudohaplotype	vertebrate_mammalian	2426370816	2426362316	42.0	18	46	81	NCBI RefSeq	NCBI Leopardus geoffroyi Annotation Release 100	2021-12-07	35984	20127	12145	na	Mammals
192811	GCF_018350175.1	PRJNA773801	SAMN19729387	JAFEKA000000000.1	reference genome	9685	9685	Felis catus	na	Fca126	latest	Chromosome	Major	Full	2021/05/13	F.catus_Fca126_mat1.0	Texas A&M University	GCA_018350175.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/175/GCF_018350175.1_F.catus_Fca126_mat1.0	na	na	na	haploid	vertebrate_mammalian	2425730029	2425722929	42.0	19	70	101	NCBI RefSeq	NCBI Felis catus Annotation Release 105	2021-10-27	39307	20453	15137	8660972	Mammals
192812	GCF_018350195.1	PRJNA751894	SAMN17054330	JAEQMW000000000.1	reference genome	9694	9694	Panthera tigris	na	Pti1	latest	Chromosome	Major	Full	2021/05/13	P.tigris_Pti1_mat1.1	Texas A&M University	GCA_018350195.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/195/GCF_018350195.1_P.tigris_Pti1_mat1.1	na	na	na	haploid	vertebrate_mammalian	2408678698	2408668598	41.5	19	74	130	NCBI RefSeq	NCBI Panthera tigris Annotation Release 102	2021-08-10	33598	20232	9474	22038004	Mammals
192813	GCF_018350215.1	PRJNA751610	SAMN17054329	JAEQMX000000000.1	reference genome	9689	9689	Panthera leo	na	Ple1	latest	Chromosome	Major	Full	2021/05/13	P.leo_Ple1_pat1.1	Texas A&M University	GCA_018350215.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/215/GCF_018350215.1_P.leo_Ple1_pat1.1	na	na	na	haploid	vertebrate_mammalian	2297552363	2297542863	41.5	19	53	98	NCBI RefSeq	NCBI Panthera leo Annotation Release 100	2021-08-06	32109	19491	8948	na	Mammals
200828	GCF_019320065.1	PRJNA758978	SAMN15814149	JACTMD000000000.1	reference genome	1574408	1574408	Cervus canadensis	na	Bull #8, Minnesota	latest	Chromosome	Major	Full	2021/07/26	ASM1932006v1	Iowa State University	GCA_019320065.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/320/065/GCF_019320065.1_ASM1932006v1	na	na	na	haploid	vertebrate_mammalian	2526613007	2524706785	41.5	35	185	185	NCBI RefSeq	NCBI Cervus canadensis Annotation Release 100	2021-08-31	35756	22348	9164	33909645	Mammals
201415	GCF_019393635.1	PRJNA764759	SAMN18857598	JAHYBR000000000.1	reference genome	33562	33562	Dromiciops gliroides	na	mDroGli1	latest	Chromosome	Major	Full	2021/08/03	mDroGli1.pri	Vertebrate Genomes Project	GCA_019393635.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/393/635/GCF_019393635.1_mDroGli1.pri	na	na	na	haploid	vertebrate_mammalian	3303199800	3300269911	39.0	7	17	17	NCBI RefSeq	NCBI Dromiciops gliroides Annotation Release 100	2021-09-23	31081	21870	3061	na	Mammals
205311	GCF_019923935.1	PRJNA779724	SAMN11104991	VDCB00000000.1	reference genome	89462	89462	Bubalus bubalis	breed=Murrah	160015118507	latest	Chromosome	Major	Full	2021/09/10	NDDB_SH_1	National Dairy Development Board, India	GCA_019923935.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/923/935/GCF_019923935.1_NDDB_SH_1	na	na	na	haploid	vertebrate_mammalian	2622444281	2622378381	41.5	25	25	25	NCBI RefSeq	NCBI Bubalus bubalis Annotation Release 103	2021-11-11	37167	21359	11696	na	Mammals
207454	GCF_020171115.1	PRJNA769404	SAMN19764019	JAIAWX000000000.1	reference genome	452646	452646	Neogale vison	na	M4711	latest	Chromosome	Major	Full	2021/09/29	ASM_NN_V1	Dalhousie University	GCA_020171115.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/171/115/GCF_020171115.1_ASM_NN_V1	na	na	na	haploid	vertebrate_mammalian	2681198719	2681198719	42.5	15	182	182	NCBI RefSeq	NCBI Neovison vison Annotation Release 100	2021-10-07	30220	20422	4955	na	Mammals
211312	GCF_020740605.2	PRJNA779062	SAMN12621102	JAJGPY000000000.1	reference genome	9447	9447	Lemur catta	na	mLemCat1	latest	Chromosome	Minor	Full	2021/11/04	mLemCat1.pri	Vertebrate Genomes Project	GCA_020740605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/605/GCF_020740605.2_mLemCat1.pri	na	na	na	haploid	vertebrate_mammalian	2245584463	2241942842	41.5	29	184	184	NCBI RefSeq	NCBI Lemur catta Annotation Release 100	2021-12-08	30858	19990	7204	na	Mammals
211313	GCF_020740685.1	PRJNA778790	SAMN20391724	JAJGSA000000000.1	reference genome	51337	51337	Jaculus jaculus	na	mJacJac1	latest	Chromosome	Major	Full	2021/11/04	mJacJac1.mat.Y.cur	Vertebrate Genomes Project	GCA_020740685.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/685/GCF_020740685.1_mJacJac1.mat.Y.cur	na	na	na	haploid	vertebrate_mammalian	2863848715	2850145970	42.0	25	159	159	NCBI RefSeq	NCBI Jaculus jaculus Annotation Release 102	2021-11-09	35105	20913	6128	na	Mammals
211937	GCF_020826845.1	PRJNA998007	SAMN22047685	JAJIAY000000000.1	reference genome	77932	9805	Diceros bicornis minor	na	mBicDic1	latest	Chromosome	Major	Full	2021/11/10	mDicBic1.mat.cur	Vertebrate Genomes Project	GCA_020826845.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/826/845/GCF_020826845.1_mDicBic1.mat.cur	na	na	na	haploid	vertebrate_mammalian	3005519209	3004150348	41.5	42	1075	1075	NCBI RefSeq	GCF_020826845.1-RS_2023_07	2023-07-26	30368	21434	5417	19432984	Mammals
217987	GCF_021613505.1	PRJNA805220	SAMN16526506	JAKJSB000000000.1	reference genome	89248	89248	Equus quagga	na	Etosha38	latest	Chromosome	Major	Full	2022/01/31	UCLA_HA_Equagga_1.0	University of California Los Angeles	GCA_021613505.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/613/505/GCF_021613505.1_UCLA_HA_Equagga_1.0	na	na	na	haploid	vertebrate_mammalian	2500914156	2476968739	41.5	22	12506	12506	NCBI RefSeq	GCF_021613505.1-RS_2023_03	2023-03-03	27599	21070	4113	23437078	Mammals
220716	GCF_022355385.1	PRJNA1010132	SAMN15012758	JABTCS000000000.1	reference genome	77151	77151	Mustela nigripes	na	SB6536	latest	Chromosome	Major	Full	2022/02/24	MUSNIG.SB6536	Smithsonian Institution	GCA_022355385.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/355/385/GCF_022355385.1_MUSNIG.SB6536	na	na	na	haploid	vertebrate_mammalian	2498532951	2416184788	41.5	19	20574	20574	NCBI RefSeq	GCF_022355385.1-RS_2023_09	2023-09-07	30655	20269	6046	25208186;37249392	Mammals
224481	GCF_022682495.1	PRJNA939221	SAMN24116476	JAKFFZ000000000.1	reference genome	9430	9430	Desmodus rotundus	na	HL8	latest	Chromosome	Major	Full	2022/03/24	HLdesRot8A	Bat1K	GCA_022682495.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/682/495/GCF_022682495.1_HLdesRot8A	na	na	na	haploid	vertebrate_mammalian	2113473284	2113218221	43.0	14	572	572	NCBI RefSeq	GCF_022682495.1-RS_2023_02	2023-02-27	29684	19615	4594	35333583;23850499	Mammals
226263	GCF_022837055.1	PRJNA827818	SAMN26586088	JALEAK000000000.1	reference genome	61388	61388	Prionailurus viverrinus	na	Anna	latest	Chromosome	Major	Full	2022/04/08	UM_Priviv_1.0	University of Missouri	GCA_022837055.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/837/055/GCF_022837055.1_UM_Priviv_1.0	na	na	na	haploid	vertebrate_mammalian	2461545606	2461514529	42.0	19	191	191	NCBI RefSeq	GCF_022837055.1-RS_2023_03	2023-03-03	30894	20111	6937	na	Mammals
227942	GCF_023065955.2	PRJNA832286	SAMN25977855	JALAAU000000000.2	reference genome	9644	9644	Ursus arctos	ecotype=North America	Adak	latest	Chromosome	Major	Full	2023/05/22	UrsArc2.0	Washington State University	GCA_023065955.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/065/955/GCF_023065955.2_UrsArc2.0	na	na	na	haploid	vertebrate_mammalian	2423401459	2423351459	42.5	2	361	361	NCBI RefSeq	GCF_023065955.2-RS_2023_06	2023-06-06	30450	20319	6369	11861896	Mammals
228094	GCF_023091745.1	PRJNA909610	SAMN22814979	JAKGDW000000000.1	reference genome	37181	37181	Budorcas taxicolor	na	Tak-1	latest	Chromosome	Major	Full	2022/04/22	Takin1.1	Northwest A&F University	GCA_023091745.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/091/745/GCF_023091745.1_Takin1.1	na	na	na	haploid	vertebrate_mammalian	2851638285	2851562702	43.5	27	1362	1362	NCBI RefSeq	GCF_023091745.1-RS_2023_02	2023-02-25	28399	20434	4802	na	Mammals
229166	GCF_023159225.1	PRJNA837248	SAMN26876106	JALGBO000000000.1	reference genome	214514	38669	Perognathus longimembris pacificus	na	PPM17	latest	Chromosome	Major	Full	2022/04/27	ASM2315922v1	San Diego Zoo Wildlife Alliance	GCA_023159225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/159/225/GCF_023159225.1_ASM2315922v1	na	na	na	haploid	vertebrate_mammalian	2212099196	2211301696	42.0	28	6180	6180	NCBI RefSeq	NCBI Perognathus longimembris pacificus Annotation Release 100	2022-05-11	30069	20883	5408	na	Mammals
233292	GCF_023721935.1	PRJNA861302	SAMN13911153	JAJAOB000000000.1	reference genome	29064	29064	Panthera uncia	na	11264	latest	Chromosome	Major	Full	2022/06/16	Puncia_PCG_1.0	Stanford University	GCA_023721935.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/721/935/GCF_023721935.1_Puncia_PCG_1.0	na	na	na	haploid	vertebrate_mammalian	2433972596	2416841207	41.5	19	2635	2635	NCBI RefSeq	GCF_023721935.1-RS_2023_02	2023-02-27	31171	20201	7174	18431688;22038004	Mammals
234947	GCF_024139225.1	PRJNA862492	SAMN28420931	JAMYDX000000000.1	reference genome	109475	109475	Suncus etruscus	na	mSunEtr1	latest	Chromosome	Major	Full	2022/07/06	mSunEtr1.pri.cur	Vertebrate Genomes Project	GCA_024139225.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/139/225/GCF_024139225.1_mSunEtr1.pri.cur	na	na	na	haploid	vertebrate_mammalian	2471666657	2461022602	40.0	22	147	147	NCBI RefSeq	GCF_024139225.1-RS_2023_02	2023-02-26	39091	19819	13906	38326333	Mammals
235141	GCF_024166365.1	PRJNA861314	SAMN29174328	JAMZQU000000000.1	reference genome	99487	9783	Elephas maximus indicus	na	mEleMax1	latest	Chromosome	Major	Full	2022/07/06	mEleMax1 primary haplotype	Vertebrate Genomes Project	GCA_024166365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/166/365/GCF_024166365.1_mEleMax1_primary_haplotype	na	na	na	haploid	vertebrate_mammalian	3401247148	3397913467	41.0	29	64	64	NCBI RefSeq	GCF_024166365.1-RS_2023_02	2023-02-26	30964	21809	5228	na	Mammals
238284	GCF_024542745.1	PRJNA873043	SAMN27068423	JANHGW000000000.1	reference genome	257877	54602	Macaca thibetana thibetana	na	TM-01	latest	Chromosome	Major	Full	2022/08/09	ASM2454274v1	Sichuan university	GCA_024542745.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/542/745/GCF_024542745.1_ASM2454274v1	na	na	na	haploid	vertebrate_mammalian	2822383045	2822200445	41.0	22	623	623	NCBI RefSeq	GCF_024542745.1-RS_2023_02	2023-02-26	35380	21402	7706	na	Mammals
242981	GCF_025265405.1	PRJNA1021954	SAMN29828597	JANXIL000000000.1	reference genome	48708	48708	Mesoplodon densirostris	na	mMesDen1	latest	Chromosome	Major	Full	2022/09/19	mMesDen1 primary haplotype	Vertebrate Genomes Project	GCA_025265405.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/265/405/GCF_025265405.1_mMesDen1_primary_haplotype	na	na	na	haploid	vertebrate_mammalian	2683375131	2682674828	41.5	22	73	73	NCBI RefSeq	GCF_025265405.1-RS_2023_10	2023-10-03	27868	19759	4172	na	Mammals
250246	GCF_026419965.1	PRJNA1006431	SAMN31719513	JAPMIF000000000.1	reference genome	27615	27615	Kogia breviceps	na	mKogBre1	latest	Chromosome	Major	Full	2022/11/27	mKogBre1 haplotype 1	Vertebrate Genomes Project	GCA_026419965.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/419/965/GCF_026419965.1_mKogBre1_haplotype_1	na	na	na	haploid	vertebrate_mammalian	2555838840	2551041071	42.0	21	580	580	NCBI RefSeq	GCF_026419965.1-RS_2024_07	2024-07-30	28611	18349	6161	15177677	Mammals
253752	GCF_027406575.1	PRJNA927103	SAMN28408555	JAPZEE000000000.1	reference genome	9470	9470	Nycticebus coucang	na	mNycCou1	latest	Chromosome	Major	Full	2022/12/28	mNycCou1.pri	Vertebrate Genomes Project	GCA_027406575.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/406/575/GCF_027406575.1_mNycCou1.pri	na	na	na	haploid	vertebrate_mammalian	2917154053	2913034547	41.0	26	84	84	NCBI RefSeq	GCF_027406575.1-RS_2023_03	2023-03-03	38900	22137	7057	na	Mammals
253759	GCF_027409185.1	PRJNA1052075	SAMN32206947	JAPWCP000000000.1	reference genome	110931	110931	Cynocephalus volans	na	mCynVol1	latest	Chromosome	Major	Full	2022/12/28	mCynVol1.pri	Vertebrate Genomes Project	GCA_027409185.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/409/185/GCF_027409185.1_mCynVol1.pri	na	na	na	haploid	vertebrate_mammalian	2814418120	2814385620	40.0	20	130	130	NCBI RefSeq	GCF_027409185.1-RS_2024_02	2024-02-16	31559	21694	3505	na	Mammals
253880	GCF_027475565.1	PRJNA923316	SAMN29432198	JANJSO000000000.1	reference genome	32536	32536	Acinonyx jubatus	na	Ajub_Pintada_27869175	latest	Chromosome	Major	Full	2022/12/28	VMU_Ajub_asm_v1.0	University of Veterinary Medicine	GCA_027475565.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/475/565/GCF_027475565.1_VMU_Ajub_asm_v1.0	na	na	na	haploid	vertebrate_mammalian	2377417351	2377412951	41.5	19	195	195	NCBI RefSeq	GCF_027475565.1-RS_2023_04	2023-04-03	33469	19999	9680	na	Mammals
254190	GCF_027574615.1	PRJNA948460	SAMN30608903	JANZWY000000000.1	reference genome	29078	29078	Eptesicus fuscus	na	TK198812	latest	Chromosome	Major	Full	2023/01/09	DD_ASM_mEF_20220401	Bat1K	GCA_027574615.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/574/615/GCF_027574615.1_DD_ASM_mEF_20220401	na	na	na	haploid	vertebrate_mammalian	2008057866	2008029309	43.5	25	48	48	NCBI RefSeq	GCF_027574615.1-RS_2023_03	2023-03-28	30977	20078	5589	na	Mammals
254448	GCF_027595985.1	PRJNA953984	SAMN32477717	JAQBIA000000000.1	reference genome	42254	42254	Sorex araneus	na	mSorAra2	latest	Chromosome	Major	Full	2023/01/09	mSorAra2.pri	Vertebrate Genomes Project	GCA_027595985.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/595/985/GCF_027595985.1_mSorAra2.pri	na	na	na	haploid	vertebrate_mammalian	2405993548	2393049584	43.0	12	65	65	NCBI RefSeq	GCF_027595985.1-RS_2023_04	2023-04-12	28480	20687	3896	na	Mammals
256659	GCF_027887165.1	PRJNA967365	SAMN31801966	JAQIHD000000000.1	reference genome	13616	13616	Monodelphis domestica	na	mMonDom1	latest	Chromosome	Major	Full	2023/01/18	mMonDom1.pri	Vertebrate Genomes Project	GCA_027887165.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri	na	na	na	haploid	vertebrate_mammalian	3586166573	3554259256	38.0	10	13	13	NCBI RefSeq	GCF_027887165.1-RS_2023_05	2023-05-17	32665	21694	7600	na	Mammals
257391	GCF_028018385.1	PRJNA998453	SAMN31801981	JAQMCS000000000.1	reference genome	61452	61452	Neofelis nebulosa	na	mNeoNeb1	latest	Chromosome	Major	Full	2023/01/31	mNeoNeb1.pri	Vertebrate Genomes Project	GCA_028018385.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/018/385/GCF_028018385.1_mNeoNeb1.pri	na	na	na	haploid	vertebrate_mammalian	2468345093	2466981241	42.0	20	33	33	NCBI RefSeq	GCF_028018385.1-RS_2023_07	2023-07-31	36852	20501	12385	na	Mammals
257394	GCF_028021215.1	PRJNA1160892	SAMN32629250	JAQMHY000000000.1	reference genome	9764	9764	Eschrichtius robustus	na	mEscRob2	latest	Chromosome	Major	Full	2023/01/31	mEscRob2.pri	Vertebrate Genomes Project	GCA_028021215.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/021/215/GCF_028021215.1_mEscRob2.pri	na	na	na	haploid	vertebrate_mammalian	2982418581	2982362781	41.5	23	703	703	NCBI RefSeq	GCF_028021215.1-RS_2024_09	2024-09-18	29276	18965	5996	na	Mammals
257396	GCF_028023285.1	PRJNA1021953	SAMN32629060	JAQMGZ000000000.1	reference genome	2746895	2746895	Balaenoptera ricei	na	mBalRic1	latest	Chromosome	Major	Full	2023/01/30	mBalRic1.hap2	Vertebrate Genomes Project	GCA_028023285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/023/285/GCF_028023285.1_mBalRic1.hap2	na	na	na	haploid	vertebrate_mammalian	2678442663	2675821169	41.5	22	774	774	NCBI RefSeq	GCF_028023285.1-RS_2023_09	2023-09-29	30387	19788	6480	na	Mammals
259806	GCF_028533385.1	PRJNA1028623	SAMN14122073	JAQIGD000000000.1	reference genome	9690	9690	Panthera onca	na	Sample0147	latest	Chromosome	Major	Full	2023/02/09	Panthera_onca_HiC	DNA Zoo	GCA_028533385.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/533/385/GCF_028533385.1_Panthera_onca_HiC	na	na	na	haploid	vertebrate_mammalian	2380242927	2363621827	41.5	19	36242	36242	NCBI RefSeq	GCF_028533385.1-RS_2023_10	2023-10-19	35206	21071	10277	na	Mammals
260016	GCF_028564815.1	PRJNA1046016	SAMN32746534	JAQRBK000000000.1	reference genome	27606	27606	Eubalaena glacialis	na	mEubGla1	latest	Chromosome	Major	Full	2023/02/09	mEubGla1.1.hap2.+ XY	Vertebrate Genomes Project	GCA_028564815.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/564/815/GCF_028564815.1_mEubGla1.1.hap2._XY	na	na	na	haploid	vertebrate_mammalian	2843675187	2838717103	41.5	22	788	788	NCBI RefSeq	GCF_028564815.1-RS_2023_12	2023-12-01	30922	20149	6127	na	Mammals
262002	GCF_028858775.2	PRJNA945513	SAMN30216104	JAQQLN000000000.2	reference genome	9598	9598	Pan troglodytes	na	AG18354	latest	Chromosome	Major	Full	2024/01/08	NHGRI_mPanTro3-v2.0_pri	National Human Genome Research Institute, National Institutes of Health	GCA_028858775.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/858/775/GCF_028858775.2_NHGRI_mPanTro3-v2.0_pri	na	na	na	haploid	vertebrate_mammalian	3177739762	3172739762	40.5	25	25	25	NCBI RefSeq	GCF_028858775.2-RS_2024_02	2024-02-27	41789	22561	12062	3444394;1518083;7530363;3399380	Mammals
262120	GCF_028878055.3	PRJNA946760	SAMN30216103	JAQQLG000000000.2	reference genome	9590	9590	Symphalangus syndactylus	na	Jambi	latest	Chromosome	Major	Full	2024/01/05	NHGRI_mSymSyn1-v2.1_pri	National Human Genome Research Institute, National Institutes of Health	GCA_028878055.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/878/055/GCF_028878055.3_NHGRI_mSymSyn1-v2.1_pri	na	na	na	haploid	vertebrate_mammalian	3262887708	3261887708	40.5	26	26	26	NCBI RefSeq	GCF_028878055.3-RS_2024_07	2024-07-16	38417	22102	9863	20138221	Mammals
262214	GCF_028885625.2	PRJNA945458	SAMN10521809	JAQQLS000000000.2	reference genome	9600	9600	Pongo pygmaeus	na	AG05252	latest	Chromosome	Major	Full	2024/01/08	NHGRI_mPonPyg2-v2.0_pri	National Human Genome Research Institute, National Institutes of Health	GCA_028885625.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/885/625/GCF_028885625.2_NHGRI_mPonPyg2-v2.0_pri	na	na	na	haploid	vertebrate_mammalian	3220935163	3212935163	41.0	25	25	25	NCBI RefSeq	GCF_028885625.2-RS_2024_02	2024-02-27	37497	22085	7987	1518083;7530363	Mammals
262215	GCF_028885655.2	PRJNA944618	SAMN10521808	JAQQLQ000000000.2	reference genome	9601	9601	Pongo abelii	na	AG06213	latest	Chromosome	Major	Full	2024/01/05	NHGRI_mPonAbe1-v2.0_pri	National Human Genome Research Institute, National Institutes of Health	GCA_028885655.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/885/655/GCF_028885655.2_NHGRI_mPonAbe1-v2.0_pri	na	na	na	haploid	vertebrate_mammalian	3259853530	3251792274	41.0	25	29	29	NCBI RefSeq	GCF_028885655.2-RS_2024_02	2024-02-27	41736	22189	12031	8875856	Mammals
